NONCODE-ID	RNA-Length	UNIPROT-ID	Protein-Lenght	Organisms
n4609	1205	P39682	798	Saccharomyces cerevisiae
n4609	1205	P40018	122	Saccharomyces cerevisiae
n4609	1205	P40204	89	Saccharomyces cerevisiae
n4609	1205	P43321	1765	Saccharomyces cerevisiae
n4609	1205	P53207	204	Saccharomyces cerevisiae
n4609	1205	P53617	709	Saccharomyces cerevisiae
n4609	1205	P54999	286	Saccharomyces cerevisiae
n4609	1205	Q00539	2227	Saccharomyces cerevisiae
n4609	1205	Q00916	410	Saccharomyces cerevisiae
n4609	1205	Q02260	652	Saccharomyces cerevisiae
n4609	1205	Q03776	465	Saccharomyces cerevisiae
n4609	1205	Q03782	540	Saccharomyces cerevisiae
n4609	1205	Q05900	1724	Saccharomyces cerevisiae
n4609	1205	Q06217	284	Saccharomyces cerevisiae
n4609	1205	Q07508	262	Saccharomyces cerevisiae
n4610	396	P19735	471	Saccharomyces cerevisiae
n4610	396	P20053	594	Saccharomyces cerevisiae
n4610	396	P32581	276	Saccharomyces cerevisiae
n4610	396	P32639	294	Saccharomyces cerevisiae
n4610	396	P33334	579	Saccharomyces cerevisiae
n4610	396	P33399	2409	Saccharomyces cerevisiae
n4610	396	P33411	271	Saccharomyces cerevisiae
n4610	396	P36048	521	Saccharomyces cerevisiae
n4610	396	P38203	377	Saccharomyces cerevisiae
n4610	396	P38282	90	Saccharomyces cerevisiae
n4610	396	P39990	625	Saccharomyces cerevisiae
n4610	396	P40018	122	Saccharomyces cerevisiae
n4610	396	P40070	795	Saccharomyces cerevisiae
n4610	396	P40089	182	Saccharomyces cerevisiae
n4610	396	P40204	89	Saccharomyces cerevisiae
n4610	396	P43321	1765	Saccharomyces cerevisiae
n4610	396	P47093	589	Saccharomyces cerevisiae
n4610	396	P49704	82	Saccharomyces cerevisiae
n4610	396	P49960	967	Saccharomyces cerevisiae
n4610	396	P53905	281	Saccharomyces cerevisiae
n4610	396	P54999	286	Saccharomyces cerevisiae
n4610	396	P57743	361	Saccharomyces cerevisiae
n4610	396	Q00723	517	Saccharomyces cerevisiae
n4610	396	Q02260	652	Saccharomyces cerevisiae
n4610	396	Q03338	176	Saccharomyces cerevisiae
n4610	396	Q06217	284	Saccharomyces cerevisiae
n4610	396	Q06406	106	Saccharomyces cerevisiae
n4610	396	Q06819	628	Saccharomyces cerevisiae
n4610	396	Q12368	939	Saccharomyces cerevisiae
n4610	396	Q12420	190	Saccharomyces cerevisiae
n4612	2710	P32581	276	Saccharomyces cerevisiae
n4612	2710	P32605	641	Saccharomyces cerevisiae
n4612	2710	P33203	617	Saccharomyces cerevisiae
n4612	2710	P33334	579	Saccharomyces cerevisiae
n4612	2710	P39682	798	Saccharomyces cerevisiae
n4612	2710	P40018	122	Saccharomyces cerevisiae
n4612	2710	P40204	89	Saccharomyces cerevisiae
n4612	2710	P43321	1765	Saccharomyces cerevisiae
n4612	2710	P53207	204	Saccharomyces cerevisiae
n4612	2710	P53617	709	Saccharomyces cerevisiae
n4612	2710	P54999	286	Saccharomyces cerevisiae
n4612	2710	Q00539	2227	Saccharomyces cerevisiae
n4612	2710	Q00916	410	Saccharomyces cerevisiae
n4612	2710	Q02260	652	Saccharomyces cerevisiae
n4612	2710	Q03776	465	Saccharomyces cerevisiae
n4612	2710	Q03782	540	Saccharomyces cerevisiae
n4612	2710	Q05900	1724	Saccharomyces cerevisiae
n4612	2710	Q06217	284	Saccharomyces cerevisiae
n4612	2710	Q07508	262	Saccharomyces cerevisiae
n4616	246	P27048	527	Mus musculus
n4616	246	P62305	88	Mus musculus
n4616	246	P62307	88	Mus musculus
n4616	246	P62315	115	Mus musculus
n4616	246	P62317	114	Mus musculus
n4616	246	P62320	121	Mus musculus
n4616	246	P84104	160	Mus musculus
n4616	246	Q8CCF0	588	Mus musculus
n4616	246	Q8VE18	1501	Mus musculus
n4616	246	Q8VE97	987	Mus musculus
n4618	1345	P15646	248	Saccharomyces cerevisiae
n4618	1345	P25635	410	Saccharomyces cerevisiae
n4618	1345	P32899	596	Saccharomyces cerevisiae
n4618	1345	P33750	247	Saccharomyces cerevisiae
n4618	1345	P34247	484	Saccharomyces cerevisiae
n4618	1345	P38882	572	Saccharomyces cerevisiae
n4618	1345	P39990	625	Saccharomyces cerevisiae
n4618	1345	P40055	192	Saccharomyces cerevisiae
n4618	1345	P42945	317	Saccharomyces cerevisiae
n4618	1345	P47083	643	Saccharomyces cerevisiae
n4618	1345	P53276	616	Saccharomyces cerevisiae
n4618	1345	P53941	111	Saccharomyces cerevisiae
n4618	1345	Q02354	142	Saccharomyces cerevisiae
n4618	1345	Q02931	467	Saccharomyces cerevisiae
n4618	1345	Q04177	488	Saccharomyces cerevisiae
n4618	1345	Q04217	639	Saccharomyces cerevisiae
n4618	1345	Q04305	1263	Saccharomyces cerevisiae
n4618	1345	Q04500	625	Saccharomyces cerevisiae
n4618	1345	Q05022	1356	Saccharomyces cerevisiae
n4618	1345	Q05946	227	Saccharomyces cerevisiae
n4618	1345	Q06506	82	Saccharomyces cerevisiae
n4618	1345	Q06679	569	Saccharomyces cerevisiae
n4618	1345	Q08492	340	Saccharomyces cerevisiae
n4618	1345	Q12136	872	Saccharomyces cerevisiae
n4618	1345	Q12220	606	Saccharomyces cerevisiae
n4618	1345	Q12460	583	Saccharomyces cerevisiae
n4618	1345	Q12499	500	Saccharomyces cerevisiae
n4618	1345	Q99207	207	Saccharomyces cerevisiae
n4628	1754	P19735	471	Saccharomyces cerevisiae
n4628	1754	P20053	594	Saccharomyces cerevisiae
n4628	1754	P32581	276	Saccharomyces cerevisiae
n4628	1754	P32639	294	Saccharomyces cerevisiae
n4628	1754	P33334	579	Saccharomyces cerevisiae
n4628	1754	P33399	2409	Saccharomyces cerevisiae
n4628	1754	P33411	271	Saccharomyces cerevisiae
n4628	1754	P36048	521	Saccharomyces cerevisiae
n4628	1754	P38203	377	Saccharomyces cerevisiae
n4628	1754	P38282	90	Saccharomyces cerevisiae
n4628	1754	P39990	625	Saccharomyces cerevisiae
n4628	1754	P40018	122	Saccharomyces cerevisiae
n4628	1754	P40070	795	Saccharomyces cerevisiae
n4628	1754	P40089	182	Saccharomyces cerevisiae
n4628	1754	P40204	89	Saccharomyces cerevisiae
n4628	1754	P43321	1765	Saccharomyces cerevisiae
n4628	1754	P47093	589	Saccharomyces cerevisiae
n4628	1754	P49704	82	Saccharomyces cerevisiae
n4628	1754	P49960	967	Saccharomyces cerevisiae
n4628	1754	P53905	281	Saccharomyces cerevisiae
n4628	1754	P54999	286	Saccharomyces cerevisiae
n4628	1754	P57743	361	Saccharomyces cerevisiae
n4628	1754	Q00723	517	Saccharomyces cerevisiae
n4628	1754	Q02260	652	Saccharomyces cerevisiae
n4628	1754	Q03338	176	Saccharomyces cerevisiae
n4628	1754	Q06217	284	Saccharomyces cerevisiae
n4628	1754	Q06406	106	Saccharomyces cerevisiae
n4628	1754	Q06819	628	Saccharomyces cerevisiae
n4628	1754	Q12368	939	Saccharomyces cerevisiae
n4628	1754	Q12420	190	Saccharomyces cerevisiae
n4629	312	Q00416	583	Saccharomyces cerevisiae
n4637	704	P33399	2409	Saccharomyces cerevisiae
n4637	704	Q02555	432	Saccharomyces cerevisiae
n4637	704	Q12499	500	Saccharomyces cerevisiae
n4672	519	P13393	632	Saccharomyces cerevisiae
n4672	519	P20424	460	Saccharomyces cerevisiae
n4672	519	P32916	179	Saccharomyces cerevisiae
n4672	519	P33399	2409	Saccharomyces cerevisiae
n4672	519	Q07807	257	Saccharomyces cerevisiae
n4679	958	P27048	527	Mus musculus
n4679	958	P62305	88	Mus musculus
n4679	958	P62307	88	Mus musculus
n4679	958	P62315	115	Mus musculus
n4679	958	P62317	114	Mus musculus
n4679	958	P62320	121	Mus musculus
n4679	958	P83877	138	Mus musculus
n4679	958	P84104	160	Mus musculus
n4679	958	Q8CCF0	588	Mus musculus
n4679	958	Q8VE18	1501	Mus musculus
n4679	958	Q8VE97	987	Mus musculus
n4680	190	P27048	527	Mus musculus
n4680	190	P62305	88	Mus musculus
n4680	190	P62307	88	Mus musculus
n4680	190	P62315	115	Mus musculus
n4680	190	P62317	114	Mus musculus
n4680	190	P62320	121	Mus musculus
n4680	190	P83877	138	Mus musculus
n4680	190	P84104	160	Mus musculus
n4680	190	Q8CCF0	588	Mus musculus
n4680	190	Q8VE18	1501	Mus musculus
n4680	190	Q8VE97	987	Mus musculus
n4681	102	P27048	527	Mus musculus
n4681	102	P62305	88	Mus musculus
n4681	102	P62307	88	Mus musculus
n4681	102	P62315	115	Mus musculus
n4681	102	P62317	114	Mus musculus
n4681	102	P62320	121	Mus musculus
n4681	102	P83877	138	Mus musculus
n4681	102	P84104	160	Mus musculus
n4681	102	Q8CCF0	588	Mus musculus
n4681	102	Q8VE18	1501	Mus musculus
n4681	102	Q8VE97	987	Mus musculus
n4682	170	P27048	527	Mus musculus
n4682	170	P62305	88	Mus musculus
n4682	170	P62307	88	Mus musculus
n4682	170	P62315	115	Mus musculus
n4682	170	P62317	114	Mus musculus
n4682	170	P62320	121	Mus musculus
n4682	170	P83877	138	Mus musculus
n4682	170	P84104	160	Mus musculus
n4682	170	Q8CCF0	588	Mus musculus
n4682	170	Q8VE18	1501	Mus musculus
n4682	170	Q8VE97	987	Mus musculus
n4683	295	P27048	527	Mus musculus
n4683	295	P62305	88	Mus musculus
n4683	295	P62307	88	Mus musculus
n4683	295	P62315	115	Mus musculus
n4683	295	P62317	114	Mus musculus
n4683	295	P62320	121	Mus musculus
n4683	295	P83877	138	Mus musculus
n4683	295	P84104	160	Mus musculus
n4683	295	Q8CCF0	588	Mus musculus
n4683	295	Q8VE18	1501	Mus musculus
n4683	295	Q8VE97	987	Mus musculus
n4684	2605	P27048	527	Mus musculus
n4684	2605	P62305	88	Mus musculus
n4684	2605	P62307	88	Mus musculus
n4684	2605	P62315	115	Mus musculus
n4684	2605	P62317	114	Mus musculus
n4684	2605	P62320	121	Mus musculus
n4684	2605	P83877	138	Mus musculus
n4684	2605	P84104	160	Mus musculus
n4684	2605	Q8CCF0	588	Mus musculus
n4684	2605	Q8VE18	1501	Mus musculus
n4684	2605	Q8VE97	987	Mus musculus
n4722	1503	P84104	160	Mus musculus
n4722	1503	Q8CJG0	509	Mus musculus
n4722	1503	Q8VE97	987	Mus musculus
n4827	572	P32581	276	Saccharomyces cerevisiae
n4827	572	P32605	641	Saccharomyces cerevisiae
n4827	572	P33203	617	Saccharomyces cerevisiae
n4827	572	P33334	579	Saccharomyces cerevisiae
n4827	572	P39682	798	Saccharomyces cerevisiae
n4827	572	P40018	122	Saccharomyces cerevisiae
n4827	572	P40204	89	Saccharomyces cerevisiae
n4827	572	P43321	1765	Saccharomyces cerevisiae
n4827	572	P53207	204	Saccharomyces cerevisiae
n4827	572	P53617	709	Saccharomyces cerevisiae
n4827	572	P54999	286	Saccharomyces cerevisiae
n4827	572	Q00539	2227	Saccharomyces cerevisiae
n4827	572	Q00916	410	Saccharomyces cerevisiae
n4827	572	Q02260	652	Saccharomyces cerevisiae
n4827	572	Q03776	465	Saccharomyces cerevisiae
n4827	572	Q03782	540	Saccharomyces cerevisiae
n4827	572	Q05900	1724	Saccharomyces cerevisiae
n4827	572	Q06217	284	Saccharomyces cerevisiae
n4827	572	Q07508	262	Saccharomyces cerevisiae
n4828	2034	B1IVL4	766	Escherichia coli
n4828	2034	P0A6H1	251	Escherichia coli
n4828	2034	P0AFZ3	214	Escherichia coli
n4828	2034	P0AG67	161	Escherichia coli
n4828	2034	P0C077	448	Escherichia coli
n4828	2034	P0C0V0	90	Escherichia coli
n4828	2034	P0CE47	470	Escherichia coli
n4828	2034	P0CE48	390	Escherichia coli
n4828	2034	P21499	845	Escherichia coli
n4828	2034	P23865	1447	Escherichia coli
n4828	2034	P42184	909	Escherichia coli
n4828	2034	P77398	171	Escherichia coli
n4864	206	P26599	471	Homo sapiens
n4864	206	P31483	268	Homo sapiens
n4864	206	Q13148	1086	Homo sapiens
n4864	206	Q49AS9	163	Homo sapiens
n4870	102	Q12499	500	Saccharomyces cerevisiae
n4871	2049	P17214	444	Saccharomyces cerevisiae
n4871	2049	P32807	2159	Saccharomyces cerevisiae
n4871	2049	P38996	571	Saccharomyces cerevisiae
n4871	2049	P53617	709	Saccharomyces cerevisiae
n4871	2049	Q03096	892	Saccharomyces cerevisiae
n4871	2049	Q04437	509	Saccharomyces cerevisiae
n4871	2049	Q07807	257	Saccharomyces cerevisiae
n4871	2049	Q0P7C9	234	Saccharomyces cerevisiae
n4874	2953	P30620	632	Saccharomyces cerevisiae
n4875	3481	Q00416	583	Saccharomyces cerevisiae
n4875	3481	Q07807	257	Saccharomyces cerevisiae
n4876	124	P38996	571	Saccharomyces cerevisiae
n4876	124	P41696	1550	Saccharomyces cerevisiae
n4876	124	P53617	709	Saccharomyces cerevisiae
n4876	124	Q00416	583	Saccharomyces cerevisiae
n4876	124	Q12499	500	Saccharomyces cerevisiae
n4877	386	Q07807	257	Saccharomyces cerevisiae
n4878	2561	P0A6X3	700	Escherichia coli
n4878	2561	P0ACF0	235	Escherichia coli
n4878	2561	P0ACF4	86	Escherichia coli
n4878	2561	P10151	493	Escherichia coli
n4879	2774	P02825	381	Drosophila melanogaster
n4879	2774	P02828	638	Drosophila melanogaster
n4879	2774	P48810	1808	Drosophila melanogaster
n4879	2774	Q08473	244	Drosophila melanogaster
n4879	2774	Q7KA80	192	Drosophila melanogaster
n4880	2154	Q07807	257	Saccharomyces cerevisiae
n4881	160	P19735	471	Saccharomyces cerevisiae
n4881	160	P20053	594	Saccharomyces cerevisiae
n4881	160	P32581	276	Saccharomyces cerevisiae
n4881	160	P32639	294	Saccharomyces cerevisiae
n4881	160	P33334	579	Saccharomyces cerevisiae
n4881	160	P33399	2409	Saccharomyces cerevisiae
n4881	160	P33411	271	Saccharomyces cerevisiae
n4881	160	P36048	521	Saccharomyces cerevisiae
n4881	160	P38203	377	Saccharomyces cerevisiae
n4881	160	P38282	90	Saccharomyces cerevisiae
n4881	160	P39990	625	Saccharomyces cerevisiae
n4881	160	P40018	122	Saccharomyces cerevisiae
n4881	160	P40070	795	Saccharomyces cerevisiae
n4881	160	P40089	182	Saccharomyces cerevisiae
n4881	160	P40204	89	Saccharomyces cerevisiae
n4881	160	P43321	1765	Saccharomyces cerevisiae
n4881	160	P47093	589	Saccharomyces cerevisiae
n4881	160	P49704	82	Saccharomyces cerevisiae
n4881	160	P49960	967	Saccharomyces cerevisiae
n4881	160	P53905	281	Saccharomyces cerevisiae
n4881	160	P54999	286	Saccharomyces cerevisiae
n4881	160	P57743	361	Saccharomyces cerevisiae
n4881	160	Q00723	517	Saccharomyces cerevisiae
n4881	160	Q02260	652	Saccharomyces cerevisiae
n4881	160	Q03338	176	Saccharomyces cerevisiae
n4881	160	Q06217	284	Saccharomyces cerevisiae
n4881	160	Q06406	106	Saccharomyces cerevisiae
n4881	160	Q06819	628	Saccharomyces cerevisiae
n4881	160	Q12368	939	Saccharomyces cerevisiae
n4881	160	Q12420	190	Saccharomyces cerevisiae
n4882	1623	P19735	471	Saccharomyces cerevisiae
n4882	1623	P20053	594	Saccharomyces cerevisiae
n4882	1623	P32581	276	Saccharomyces cerevisiae
n4882	1623	P32639	294	Saccharomyces cerevisiae
n4882	1623	P33334	579	Saccharomyces cerevisiae
n4882	1623	P33399	2409	Saccharomyces cerevisiae
n4882	1623	P33411	271	Saccharomyces cerevisiae
n4882	1623	P36048	521	Saccharomyces cerevisiae
n4882	1623	P38203	377	Saccharomyces cerevisiae
n4882	1623	P38282	90	Saccharomyces cerevisiae
n4882	1623	P39990	625	Saccharomyces cerevisiae
n4882	1623	P40018	122	Saccharomyces cerevisiae
n4882	1623	P40070	795	Saccharomyces cerevisiae
n4882	1623	P40089	182	Saccharomyces cerevisiae
n4882	1623	P40204	89	Saccharomyces cerevisiae
n4882	1623	P43321	1765	Saccharomyces cerevisiae
n4882	1623	P47093	589	Saccharomyces cerevisiae
n4882	1623	P49704	82	Saccharomyces cerevisiae
n4882	1623	P49960	967	Saccharomyces cerevisiae
n4882	1623	P53905	281	Saccharomyces cerevisiae
n4882	1623	P54999	286	Saccharomyces cerevisiae
n4882	1623	P57743	361	Saccharomyces cerevisiae
n4882	1623	Q00723	517	Saccharomyces cerevisiae
n4882	1623	Q02260	652	Saccharomyces cerevisiae
n4882	1623	Q03338	176	Saccharomyces cerevisiae
n4882	1623	Q06217	284	Saccharomyces cerevisiae
n4882	1623	Q06406	106	Saccharomyces cerevisiae
n4882	1623	Q06819	628	Saccharomyces cerevisiae
n4882	1623	Q12368	939	Saccharomyces cerevisiae
n4882	1623	Q12420	190	Saccharomyces cerevisiae
n4883	675	P13393	632	Saccharomyces cerevisiae
n4883	675	P20424	460	Saccharomyces cerevisiae
n4883	675	P32916	179	Saccharomyces cerevisiae
n4883	675	P33399	2409	Saccharomyces cerevisiae
n4883	675	Q07807	257	Saccharomyces cerevisiae
n4887	550	Q07807	257	Saccharomyces cerevisiae
n4908	3914	Q07807	257	Saccharomyces cerevisiae
n4966	183	M1FYN7	208	Escherichia coli
n4966	183	P00579	800	Escherichia coli
n4966	183	P0A8T7	115	Escherichia coli
n4980	3158	Q8VE97	987	Mus musculus
n4983	1258	P05084	766	Drosophila melanogaster
n4983	1258	P26017	919	Drosophila melanogaster
n4983	1258	Q9V429	250	Drosophila melanogaster
n4983	1258	Q9VW15	407	Drosophila melanogaster
n4985	1577	P05084	766	Drosophila melanogaster
n4985	1577	P26017	919	Drosophila melanogaster
n4985	1577	Q9V429	250	Drosophila melanogaster
n4985	1577	Q9VW15	407	Drosophila melanogaster
n4986	654	P05084	766	Drosophila melanogaster
n4986	654	P26017	919	Drosophila melanogaster
n4986	654	Q9V429	250	Drosophila melanogaster
n4986	654	Q9VW15	407	Drosophila melanogaster
n4987	1755	P05084	766	Drosophila melanogaster
n4987	1755	P26017	919	Drosophila melanogaster
n4987	1755	Q9V429	250	Drosophila melanogaster
n4987	1755	Q9VW15	407	Drosophila melanogaster
n4988	919	P38996	571	Saccharomyces cerevisiae
n4988	919	P41696	1550	Saccharomyces cerevisiae
n4988	919	P53617	709	Saccharomyces cerevisiae
n4988	919	Q00416	583	Saccharomyces cerevisiae
n4988	919	Q12499	500	Saccharomyces cerevisiae
n4989	394	O70372	510	Mus musculus
n4989	394	P02340	176	Mus musculus
n4989	394	P62806	99	Mus musculus
n4989	394	P97499	506	Mus musculus
n5000	2411	B1IVL4	766	Escherichia coli
n5000	2411	P0A6H1	251	Escherichia coli
n5000	2411	P0AFZ3	214	Escherichia coli
n5000	2411	P0AG67	161	Escherichia coli
n5000	2411	P0C077	448	Escherichia coli
n5000	2411	P0C0V0	90	Escherichia coli
n5000	2411	P0CE47	470	Escherichia coli
n5000	2411	P0CE48	390	Escherichia coli
n5000	2411	P21499	845	Escherichia coli
n5000	2411	P23865	1447	Escherichia coli
n5000	2411	P42184	909	Escherichia coli
n5000	2411	P77398	171	Escherichia coli
n5015	76	P84104	160	Mus musculus
n5015	76	Q8VE97	987	Mus musculus
n5023	172	Q00416	583	Saccharomyces cerevisiae
n5023	172	Q07807	257	Saccharomyces cerevisiae
n5087	64	P38432	197	Homo sapiens
n5087	64	P83369	263	Homo sapiens
n5087	64	Q14493	454	Homo sapiens
n5087	64	Q969L4	260	Homo sapiens
n5179	403	P11632	3674	Saccharomyces cerevisiae
n5179	403	P11633	89	Saccharomyces cerevisiae
n5179	403	P15938	323	Saccharomyces cerevisiae
n5179	403	P19735	471	Saccharomyces cerevisiae
n5179	403	P20053	594	Saccharomyces cerevisiae
n5179	403	P25337	203	Saccharomyces cerevisiae
n5179	403	P32639	294	Saccharomyces cerevisiae
n5179	403	P33334	579	Saccharomyces cerevisiae
n5179	403	P33399	2409	Saccharomyces cerevisiae
n5179	403	P33411	271	Saccharomyces cerevisiae
n5179	403	P36048	521	Saccharomyces cerevisiae
n5179	403	P38203	377	Saccharomyces cerevisiae
n5179	403	P38282	90	Saccharomyces cerevisiae
n5179	403	P39990	625	Saccharomyces cerevisiae
n5179	403	P40070	795	Saccharomyces cerevisiae
n5179	403	P40089	182	Saccharomyces cerevisiae
n5179	403	P47093	589	Saccharomyces cerevisiae
n5179	403	P49704	82	Saccharomyces cerevisiae
n5179	403	P49960	967	Saccharomyces cerevisiae
n5179	403	P53905	281	Saccharomyces cerevisiae
n5179	403	P57743	361	Saccharomyces cerevisiae
n5179	403	Q00723	517	Saccharomyces cerevisiae
n5179	403	Q03338	176	Saccharomyces cerevisiae
n5179	403	Q06406	106	Saccharomyces cerevisiae
n5179	403	Q06819	628	Saccharomyces cerevisiae
n5179	403	Q12368	939	Saccharomyces cerevisiae
n5179	403	Q12420	190	Saccharomyces cerevisiae
n5182	2192	Q00416	583	Saccharomyces cerevisiae
n5182	2192	Q07807	257	Saccharomyces cerevisiae
n5185	3643	Q00416	583	Saccharomyces cerevisiae
n5185	3643	Q07807	257	Saccharomyces cerevisiae
n5188	2283	Q07807	257	Saccharomyces cerevisiae
n5188	2283	Q12499	500	Saccharomyces cerevisiae
n5196	3479	P55769	112	Homo sapiens
n5197	125	Q9Y6Y0	595	Homo sapiens
n5210	1781	P84104	160	Mus musculus
n5210	1781	Q8VE97	987	Mus musculus
n5214	84	P05455	754	Homo sapiens
n5214	84	P10155	310	Homo sapiens
n5229	474	P18102	433	Drosophila melanogaster
n5229	474	P40417	73	Drosophila melanogaster
n5230	1154	P18102	433	Drosophila melanogaster
n5230	1154	P40417	73	Drosophila melanogaster
n5295	1293	P19339	706	Drosophila melanogaster
n5295	1293	P24785	678	Drosophila melanogaster
n5295	1293	P50534	156	Drosophila melanogaster
n5295	1293	Q9VVW5	600	Drosophila melanogaster
n5295	1293	Q9W0Y8	2220	Drosophila melanogaster
n5296	2531	O14746	478	Homo sapiens
n5296	2531	O60832	847	Homo sapiens
n5296	2531	O95793	92	Homo sapiens
n5296	2531	P07910	329	Homo sapiens
n5296	2531	P08047	302	Homo sapiens
n5296	2531	P23511	582	Homo sapiens
n5296	2531	P25208	1289	Homo sapiens
n5296	2531	P35268	246	Homo sapiens
n5296	2531	P60484	251	Homo sapiens
n5296	2531	Q13952	424	Homo sapiens
n5296	2531	Q3MI39	469	Homo sapiens
n5296	2531	Q96BK5	119	Homo sapiens
n5303	1405	P19339	706	Drosophila melanogaster
n5303	1405	P24785	678	Drosophila melanogaster
n5303	1405	P50534	156	Drosophila melanogaster
n5303	1405	P50535	769	Drosophila melanogaster
n5303	1405	Q9VVW5	600	Drosophila melanogaster
n5303	1405	Q9W0Y8	2220	Drosophila melanogaster
n5312	113	P05455	754	Homo sapiens
n5312	113	P10155	310	Homo sapiens
n5312	113	P19338	448	Homo sapiens
n5312	113	P19474	778	Homo sapiens
n5312	113	P26599	471	Homo sapiens
n5312	113	P61978	329	Homo sapiens
n5313	102	P05455	754	Homo sapiens
n5313	102	P10155	310	Homo sapiens
n5313	102	P19338	448	Homo sapiens
n5313	102	P26599	471	Homo sapiens
n5313	102	P61978	329	Homo sapiens
n5315	1187	A2VCT9	443	Homo sapiens
n5315	1187	O75494	368	Homo sapiens
n5315	1187	P04637	773	Homo sapiens
n5315	1187	P07910	329	Homo sapiens
n5315	1187	P08621	220	Homo sapiens
n5315	1187	P09012	1966	Homo sapiens
n5315	1187	P09234	140	Homo sapiens
n5315	1187	P14678	724	Homo sapiens
n5315	1187	P17844	445	Homo sapiens
n5315	1187	P17980	610	Homo sapiens
n5315	1187	P19447	350	Homo sapiens
n5315	1187	P26368	386	Homo sapiens
n5315	1187	P26599	471	Homo sapiens
n5315	1187	P31943	379	Homo sapiens
n5315	1187	P52943	368	Homo sapiens
n5315	1187	P62304	323	Homo sapiens
n5315	1187	P62310	81	Homo sapiens
n5315	1187	P62312	98	Homo sapiens
n5315	1187	P62314	76	Homo sapiens
n5315	1187	P62316	115	Homo sapiens
n5315	1187	P62318	114	Homo sapiens
n5315	1187	P84103	138	Homo sapiens
n5315	1187	Q01130	286	Homo sapiens
n5315	1187	Q12766	507	Homo sapiens
n5315	1187	Q16533	742	Homo sapiens
n5315	1187	Q3MI39	469	Homo sapiens
n5315	1187	Q6IPL9	968	Homo sapiens
n5315	1187	Q7L014	108	Homo sapiens
n5315	1187	Q8NEI3	1958	Homo sapiens
n5315	1187	Q8TEQ6	565	Homo sapiens
n5315	1187	Q9H0W8	1044	Homo sapiens
n5315	1187	Q9NVP2	180	Homo sapiens
n5315	1187	Q9UK45	555	Homo sapiens
n5315	1187	Q9Y333	525	Homo sapiens
n5315	1187	Q9Y4Z0	87	Homo sapiens
n5330	299	P49963	440	Drosophila melanogaster
n5330	299	Q8T3P8	906	Drosophila melanogaster
n5330	299	Q9VSC1	261	Drosophila melanogaster
n5330	299	Q9VSS2	73	Drosophila melanogaster
n5333	295	P49963	440	Drosophila melanogaster
n5333	295	Q8T3P8	906	Drosophila melanogaster
n5333	295	Q9VSC1	261	Drosophila melanogaster
n5333	295	Q9VSS2	73	Drosophila melanogaster
n5337	1736	M1FYN7	208	Escherichia coli
n5337	1736	P00579	800	Escherichia coli
n5337	1736	P0A8T7	115	Escherichia coli
n5357	3443	P21538	809	Saccharomyces cerevisiae
n5357	3443	Q00416	583	Saccharomyces cerevisiae
n5382	2975	Q01844	217	Homo sapiens
n5385	3016	P43332	97	Drosophila melanogaster
n5385	3016	Q24562	458	Drosophila melanogaster
n5385	3016	Q94535	673	Drosophila melanogaster
n5385	3016	Q9V4Q8	110	Drosophila melanogaster
n5387	116	O75643	1300	Homo sapiens
n5387	116	O94906	1303	Homo sapiens
n5387	116	P14678	724	Homo sapiens
n5387	116	P23246	802	Homo sapiens
n5387	116	P62304	323	Homo sapiens
n5387	116	P62310	81	Homo sapiens
n5387	116	P62312	98	Homo sapiens
n5387	116	P62314	76	Homo sapiens
n5387	116	P62316	115	Homo sapiens
n5387	116	P62318	114	Homo sapiens
n5387	116	P83876	355	Homo sapiens
n5387	116	Q12766	507	Homo sapiens
n5387	116	Q13523	891	Homo sapiens
n5387	116	Q15233	735	Homo sapiens
n5387	116	Q15410	301	Homo sapiens
n5387	116	Q6IBM8	649	Homo sapiens
n5387	116	Q6P2Q9	103	Homo sapiens
n5387	116	Q96DI7	324	Homo sapiens
n5387	116	Q96RK9	337	Homo sapiens
n5387	116	Q9BUQ8	195	Homo sapiens
n5387	116	Q9H0W8	1044	Homo sapiens
n5387	116	Q9UK45	555	Homo sapiens
n5387	116	Q9Y333	525	Homo sapiens
n5387	116	Q9Y4Z0	87	Homo sapiens
n5408	912	B7UR25	43	Escherichia coli
n5408	912	P02930	713	Escherichia coli
n5408	912	P0A6X3	700	Escherichia coli
n5408	912	P0A6X7	98	Escherichia coli
n5408	912	P0A6Y1	94	Escherichia coli
n5408	912	P0A9E2	1403	Escherichia coli
n5408	912	P0AA16	103	Escherichia coli
n5408	912	P0ACF0	235	Escherichia coli
n5408	912	P0ACF4	86	Escherichia coli
n5408	912	P0ACF8	86	Escherichia coli
n5408	912	P0ACG1	133	Escherichia coli
n5408	912	P0ACH5	130	Escherichia coli
n5408	912	Q14F19	889	Escherichia coli
n5420	2287	P11938	95	Saccharomyces cerevisiae
n5420	2287	P33399	2409	Saccharomyces cerevisiae
n5436	106	P63163	236	Mus musculus
n5436	106	P84104	160	Mus musculus
n5436	106	Q8CCF0	588	Mus musculus
n5436	106	Q8VE97	987	Mus musculus
n5436	106	Q9QXA5	573	Mus musculus
n5446	605	Q00416	583	Saccharomyces cerevisiae
n5446	605	Q07807	257	Saccharomyces cerevisiae
n5447	2754	P84104	160	Mus musculus
n5447	2754	Q8VE97	987	Mus musculus
n5450	187	O08848	636	Mus musculus
n5450	187	P27048	527	Mus musculus
n5450	187	P55099	82	Mus musculus
